Request_ID,Request_time,delay
650,0.03626080397978182,0.5610223510942445
432,0.15308189629692492,0.37302225258199484
304,0.2222630513342816,1.3908170307219752
796,0.40543222417299685,0.9063611638197576
490,0.7747785374222604,0.35036664658936373
84,1.12282212394752,0.7115515134193445
85,1.198508024544842,1.2507183424860993
181,1.3077510170231288,1.2194835431222664
122,1.4803953460633457,0.5445837356022161
139,1.5180697193622583,0.8380573273853109
723,1.6067414668388347,0.8133370108399145
520,1.649593011929551,1.1401124494991053
567,1.7067312144708247,0.7183863265572981
312,1.812413224930276,0.6375399421452658
579,2.0749953924050213,1.073119832946137
690,2.0929317218001064,1.0250516778588954
709,2.2229476691746353,1.018932082875622
642,2.7236103240638965,1.1472309303360693
732,2.804971896923336,0.5347795187337158
356,2.871229923078844,1.0458395869328667
350,2.933337280154935,1.3484441012278294
239,3.201479552130737,1.1095677751950812
399,3.2921318452967196,0.5415539100439922
545,3.3501455778558897,1.287287834658794
171,3.3979059535242495,0.7808570804704275
728,4.505872067996652,0.7963303933003013
320,4.60303307613753,1.032531146539913
0,5.0773256695376805,1.3669054752268497
76,5.441154212653576,1.0616932054649733
424,5.482001859696783,1.3480181889601706
212,5.784332409235827,0.6362848510421895
272,6.253845967328142,1.2300611424796475
536,6.310778726609567,1.2257798203037626
361,6.503011959272675,0.48141852250800676
189,6.580563483005653,1.1993368895415277
787,6.589469599759168,0.3197665281292744
591,6.7306356954671465,0.4743681973614216
14,6.996941969626091,0.8966633569417278
665,7.684642967451627,0.5329511978408064
351,7.717118535555068,0.5846903684633286
502,7.774582453167467,0.7311401515051925
778,7.820644976415004,0.8583190854594316
364,7.932117171371433,0.1323493025244257
198,7.9692434518627735,1.3660832825658513
751,8.105126227641923,0.8003495514083541
761,8.377449378564506,0.8748949663604989
186,8.496878511608497,1.3921250789021036
302,8.780057170425149,0.19304576238018104
277,8.868484977891022,0.3052480812255959
747,8.939911994697681,0.4293376523773792
360,8.959156448091054,0.5587726772362801
195,9.066038410781418,0.5782313496650912
631,9.238495701057104,0.20208665392166172
135,9.274552342569676,0.7048299406818757
243,9.434060225018781,1.2585597205396106
236,9.670655421294382,0.8864090216271402
225,9.690618767539217,1.3981445943333586
307,9.931822705013637,0.9204683203652392
210,9.959538016075376,1.164342064888022
326,10.188189307784079,0.8496074274745401
755,10.246535339333962,0.5521665936564307
283,10.48707906632348,0.8798504755768279
393,10.602638324757141,0.8717975235203288
595,11.097980079444847,0.5211008405309643
159,11.491952267921747,1.3127479407376355
730,11.535401098591791,0.6161674598018295
111,11.739287391045494,1.2577980024980537
309,11.822894482947632,0.9650549256192287
382,12.025807162669944,0.4561391280547595
48,12.159806492552605,0.7425668551362289
349,12.386443169475392,0.5194497045956475
323,12.541448472269511,0.8696431416213382
718,12.644871161117422,0.9431163762027129
447,12.69240901037707,0.7353839762222901
305,12.790838598370701,0.174537559701992
700,12.951509885142443,0.7130204460760796
288,13.472348927857581,0.9010450874988085
698,13.836934681397594,1.3333670734957244
142,14.040326773685797,0.7131040326834476
249,14.329028106993412,1.2939533044840144
726,14.374381151115545,1.3465430498117195
538,14.47294372033394,1.348028266124868
405,14.482827154555078,0.27394898099913867
143,14.656543763777584,0.8539885912398224
129,15.24988176562988,1.2330764102337708
30,15.286971031914565,0.4332001890826275
441,15.295234025858019,1.3567462136501347
363,15.450746964517004,1.2527581988816967
395,15.727670932999871,1.0929690301595436
287,15.931774775384033,1.3375186588899726
793,16.283738157171392,0.7843336093144226
346,16.374695847978426,0.6547326360168222
573,16.46230384704269,0.9926740354019291
632,16.465832913111544,0.7870867627056819
704,16.496672629575748,0.7795980685280262
100,16.624430931571165,0.8634820524330056
164,17.413130132347522,1.0798738614959387
635,17.49753648945802,1.3605417700446076
743,17.522542520905937,1.1820696286247505
558,17.652098210095968,0.25483230651841215
369,17.755537281278635,1.3716783922373792
584,17.94828521502321,1.3781159297990315
770,18.227767819569774,0.7758158976581992
705,18.341799694267614,0.8094825059582221
707,18.527876656514565,0.846888573776757
670,19.230065679023745,0.2995655149150598
602,19.247256178427495,0.1318732995546542
87,19.428926049203167,0.7938353933068965
295,19.575479858660362,1.0549899972975116
109,19.90279745449135,1.0574493245345902
518,19.98804293544851,0.9260510714008514
429,20.157717962005574,0.3586804566121978
610,20.1597980690915,0.4057064727549812
401,20.160958457681847,0.7710006136143939
507,20.18709696391988,0.5393336588644096
128,20.326665798272593,1.1770607981587218
66,20.340995788453707,0.6914776234923273
533,20.35542461851425,0.7410781594443472
786,20.560399632206305,0.17068888955421854
428,20.76720854368672,1.1339346143036517
780,20.86452912591723,0.6915738083761711
359,21.08171075031395,1.2494949329282707
262,21.192360936563958,1.1741284777942886
784,21.214439725100167,0.6911449313089496
376,21.231857244231346,1.3031544184920287
620,21.238262279049593,1.0132360374687055
193,21.242655016154682,0.31653202721765916
499,21.258517842077183,0.48825530787643245
569,21.300851415904575,1.1306243149921198
525,21.33239230884033,0.6685237276039802
91,21.485540935898882,0.9741147776224444
630,21.60817947724585,0.444916460969505
510,21.687957652072363,0.592010783298131
219,21.718091721570097,0.9206566637282751
206,21.743174448931878,1.2659033573359406
646,21.965355140145764,0.5795370702363806
20,22.209557844387223,0.676455995583959
795,22.296007587763867,1.0067793052314646
410,22.31873810297521,0.46690525853826836
493,22.336401931867968,1.3515234599685502
28,22.657122914667617,0.604373563015223
384,22.816457400868238,0.6714177625850232
